红烧狮子头,烧,初中水平,家常味,促发育,<60分钟,猪肉/藕,鸡蛋/淀粉/生菜,花生油/食盐/冰糖/姜/生抽/老抽/水淀粉/大葱/水,12步
炒腰花,炒,初级入门,咸鲜味,降糖,<10分钟,猪腰,尖椒/红尖椒,色拉油/食盐/酱油/醋/花椒/料酒/淀粉/胡椒粉,4步
红烧狮子头,烧,初中水平,咸鲜味,促发育,<60分钟,猪肉/藕,油菜/鸭蛋黄/鸡蛋清,食盐/葱/姜/八角/桂皮/料酒/生抽/老抽/淀粉/水淀粉/白糖/水,8步
西湖莼菜汤,其他工艺,新手尝试,其他口味,消食,<10分钟,莼菜,火腿/鸡胸脯肉,食盐/高汤,
香菇虾米肉饼,蒸,,咸鲜味,降血脂,,香菇/虾,,食盐/鸡粉/生抽/生粉/元贞糖,4步
煎葱饼,煎,,香辣味,安神,,面粉,,食盐/鸡蛋,2步
木耳香菇汤,煲,,咸鲜味,降血脂,,香菇/木耳菜,,圣女果/蛋皮/芝麻油,3步
香菇面筋,炒,初中水平,咸鲜味,储存热能,<15分钟,油面筋/香菇/油菜,,食盐/生抽/蚝油/香油/白糖/植物油,7步
甜酸鱼块,烧,,酸味,明目,,草鱼/胡萝卜,,番茄酱,3步
无锡肉骨头,烧,初级入门,酱香味,润肺,<60分钟,猪大排,,食盐/酱油/姜/八角/桂皮/料酒/糖桂花/白糖/小葱/红曲粉/植物油,4步
凉拌腰果卷心菜,其它工艺,,咸鲜味,抵抗力,,卷心菜/腰果,,食盐/味精/香菜/橄榄油/芝麻油,4步
南京盐水鸭胸,煮,初级入门,咸鲜味,,<30分钟,鸭胸脯肉,,食盐/葱/姜/八角/花椒/料酒/水,5步
辣味烤肠鸡蛋面,汆,,香辣味,抵抗力,,面条（生）/鸡蛋,,食盐/鸡精/小白菜,4步
酥火靠鲫鱼,烧,初中水平,酸甜味,降血压,<30分钟,鲫鱼,,食盐/酱油/姜/花椒/桂皮/料酒/香醋/白糖/茴香籽/小葱/植物油,3步
凉拌绿紫甘蓝,其它工艺,,咸鲜味,抗衰老,,紫甘蓝,,食盐/味精/卷心菜/芝麻油/橄榄油,3步
肉丝五香茶干炒花菜,炒,,五香味,明目,,胡萝卜/菜花,,食盐/鸡精/料酒/元贞糖,3步
松子鱼米,炸,初级入门,咸鲜味,补血,<15分钟,鳜鱼/猪肉,,食盐/葱/姜/料酒/植物油,2步
无锡酱排骨,烧,初中水平,酱香味,补肾,<60分钟,猪大排,,葱/姜/八角/桂皮/料酒/生抽/番茄酱/白芝麻/茴香籽/红糖/植物油,3步
三鲜芦笋,炒,初级入门,咸鲜味,降糖,<10分钟,芦笋/腊肠/虾仁,,色拉油/食盐/鸡精/葱/姜/淀粉/胡椒粉,2步
糖醋菠萝排骨,烧,,糖醋味,润肺,,猪大排,,白醋/白糖/芝麻/菠萝,4步
鲜虾咸肉豆腐煲,煲,,咸鲜味,,,咸肉,,料酒/干黄花菜/春笋,3步
红烧狮子头,烧,初中水平,咸鲜味,缓解溃疡,,五花肉,鸡蛋/荸荠,食盐/冰糖/葱/姜/生抽/老抽/蚝油/水淀粉/黄酒/植物油,8步
凉拌芹菜花生,其它工艺,,咸鲜味,养心,,芹菜/花生,,食盐/味精/胡萝卜/芝麻油,4步
笋烧橡皮鱼,炒,,其它口味,,,马面鱼,,春笋,3步
清汤鱼圆,煮,初级入门,咸鲜味,开胃,<10分钟,草鱼,,食盐/姜/淀粉/胡椒粉/植物油/鸡蛋清/葱白/水,6步
青团子,蒸,初中水平,甜味,缓解溃疡,<30分钟,糯米粉,豆沙,色拉油,8步
蒜茸莴笋叶,炒,,蒜香味,清热利尿,,莴笋叶,,生抽,3步
香芋烧鸭腿,烧,,酱香味,防癌,,鸭腿/芋头,,豆瓣酱/柿子椒,2步
焖河鳗,烧,初中水平,咸鲜味,减肥,<30分钟,鳗鱼,黑木耳/冬笋,食盐/酱油/冰糖/葱/姜/蒜/料酒/水淀粉/猪油(板油)/芝麻油/植物油/红曲粉/高汤/白糖,3步
腌笃鲜,炖,初中水平,咸鲜味,美容,<90分钟,春笋/咸肉/五花肉,豆腐皮,姜/小葱/高汤/黄酒,9步
梅菜扣鸡,其它工艺,,咸鲜味,消食,,梅菜/鸡肉,,食盐/生抽/老抽/元贞糖/调和油,7步
虾仁闷蛋,焖,,其它口味,,,虾仁/鸡蛋,,食盐/料酒/香菜/胡椒粉,3步
腌笃鲜,炖,初级入门,咸鲜味,美容,<90分钟,咸肉/五花肉/春笋,,小葱,2步
菊花青鱼,炸,初中水平,酸甜味,开胃,<15分钟,草鱼,,色拉油/食盐/葱/料酒/淀粉/水淀粉/蒜泥/芝麻油/番茄沙司/白醋/白糖/高汤,4步
青豆红萝卜鸡丁,其它工艺,,咸鲜味,,,鸡腿,,食盐/料酒/生抽/青豆/红萝卜/生粉,7步
山药煲猪尾,煲,,咸鲜味,,,猪尾巴/猪蹄/山药,,八角,2步
金陵丸子,焖,初中水平,咸鲜味,降血压,<60分钟,猪肉/虾仁/猪蹄筋,油菜,花生油/食盐/酱油/味精/葱/姜/料酒/淀粉/胡椒粉,3步
炸丸子,炸,初级入门,咸鲜味,美容,<15分钟,青萝卜/土豆,鸡蛋/面粉,食盐/姜,4步
香滑鸡丁,炒,,咸鲜味,,,鸡腿,,食盐/姜/生抽/蒜苔/红葱头/生粉/胡萝卜,6步
砂锅酸菜鱼,烧,,酸味,养胃,,鲢鱼,,食盐/葱/姜/料酒/淀粉,2步
蒜茸小白菜,炒,,蒜香味,美容,,小白菜,,生抽,3步
酱油嫩鸡,焖,初级入门,酱香味,抵抗力,<30分钟,鸡肉,,酱油/葱/姜/八角/桂皮/香油/黄酒/白砂糖/高汤,5步
毛豆烧鲻鱼,烧,,其它口味,排毒,,鲻鱼/毛豆,,,2步
凉拌皮肚,拌,新手尝试,咸鲜味,预防甲状腺,<5分钟,猪皮,香菜,食盐/米醋/香油/胡椒粉/白糖,2步
山寨牛肉粉丝,烧,,香辣味,,,粉丝,,,1步
腐乳汁肉,煨,初中水平,其它口味,清热去火,<2小时,五花肉/鸭肉,红曲粉,食盐/酱油/冰糖/姜/八角/桂皮/料酒/小葱,9步
西瓜皮海带排骨煲,煲,,咸鲜味,润肺,,猪大排/西瓜皮/海带,,食盐/料酒,2步
烧杂拌,烧,初级入门,咸鲜味,降糖,<60分钟,羊肉/白萝卜/肉丸/鱼丸/燕饺/鱼豆腐/鹌鹑蛋/鱿鱼(干)/腐竹/海带/莴笋/黑木耳/蘑菇/油菜/胡萝卜,,食盐/米醋/香油/水淀粉/胡椒粉,3步
蒜蓉烤肠拌木耳,烧,,蒜香味,减肥,,黑木耳,,食盐/生抽/黄瓜,2步
豌豆木耳炒鱼块,炒,,咸鲜味,开胃,,草鱼,,青豆/鸡蛋/柿子椒,4步
翡翠蹄筋,烧,初中水平,咸鲜味,调经,<30分钟,猪蹄筋/丝瓜,火腿/虾籽,食盐/蚕豆淀粉/猪油(板油)/水,9步
溧阳扎肝,炖,中级掌勺,五香味,排毒,<90分钟,猪小肠/五花肉/猪肝,笋干/油豆腐,食盐/冰糖/姜/八角/花椒/干辣椒/料酒/生抽/老抽/草果/陈皮/面粉,15步
香菇糙米饭,蒸,,咸鲜味,降糖,,糙米/干香菇,,食盐/味精/卷心菜/虾,3步
酸奶黄瓜虾,蒸,,奶香味,减肥,,黄瓜/海虾,,食盐/紫甘蓝/柠檬/南山益生菌酸奶,3步
冬菇笋炖老豆腐,炖,初级入门,咸鲜味,排毒,<60分钟,豆腐/冬笋/冬菇(干),鸡肉/火腿,食盐/酱油/料酒/水/猪油(板油),4步
酸黄瓜汉堡包,煎,,其它口味,安神,,面粉/酸萝卜,,食盐/鸡精/元贞糖/酵母粉/荷兰乳牛乳酪牛奶/虾皮,4步
清炖狮子头,炖,中级掌勺,咸鲜味,排毒,,五花肉,藕/油菜/鸡蛋/鞭笋,食盐/葱/姜/料酒/水淀粉/胡椒粉,12步
糯米肉嵌辣椒,拌,,其它口味,补血,,糯米/猪肉,,料酒/芝麻油,3步
醋熘鳜鱼,熘,初中水平,酸甜味,,<30分钟,鳜鱼,韭黄,花生油/酱油/醋/姜/蒜/料酒/香油/小葱/白砂糖/蚕豆淀粉,16步
拌饭,蒸,,咸鲜味,明目,,米饭/黄瓜,,酱油/葱/胡萝卜/红椒/花椒油/黑芝麻粉,4步
清鲜盐水虾,煮,中级掌勺,咸鲜味,补钙,<60分钟,对虾,,食盐/醋/葱/姜/八角/花椒/料酒,12步
蒜辣蔬菜煎,煎,,香辣味,明目,,茄子/胡萝卜/马铃薯丁(脱水),,蒜/柿子椒/红尖椒/胡椒粉,5步
莼菜汆塘鱼片,汆,初级入门,咸鲜味,明目,<15分钟,鲤鱼/莼菜,火腿,食盐/味精/料酒/小葱/鸡油/水/高汤,6步
丝瓜溜丸子,烧,,其它口味,美白,,丝瓜,,生抽/蚝油/淀粉/圣女果,5步
鸡头米虾仁,炒,初中水平,咸鲜味,降糖,<15分钟,芡实米(鲜)/基围虾,芦笋/鸡蛋清/姜/水淀粉,食盐/料酒/生抽/生粉,10步
鲜肉萝卜馅圆子,蒸,,其它口味,,,糯米粉/酸萝卜,,食盐/鸡精/葱/姜/料酒/香菇/元贞糖/五香粉,4步
红烧猪蹄,烧,,其它口味,养心,,猪蹄,,冰糖/姜/花椒/生抽/老抽,5步
五彩迷你粽子,蒸,,其它口味,,,糯米,,花生仁(炒)/赤小豆/小米/枣（鲜）/紫糯米,7步
蟹粉狮子头,煮,初中水平,咸鲜味,减肥,<60分钟,猪肉,蟹粉/生菜/卷心菜,色拉油/食盐/姜/料酒/淀粉/小葱/胡椒粉/猪油(板油),7步
麻辣小龙虾,烧,,麻辣味,强身健体,,小龙虾,,食盐/姜/花椒/元贞糖,2步
炝黄瓜卷,炝,,其它口味,减肥,,黄瓜,,,4步
无锡排骨,烧,初级入门,甜味,润肺,<2小时,猪大排,,冰糖/葱/姜/蒜/八角/桂皮/生抽/老抽/丁香/茴香/黄酒/腐乳汁,6步
炆思豆腐,蒸,初中水平,咸鲜味,降糖,<10分钟,豆腐,冬菇(干)/冬笋/火腿/鸡胸脯肉/油菜苔,食盐/味精/清汤,1步
干煸豆角,干煸,,其它口味,润肠,,豇豆,,食盐/蒜/生抽/调和油,4步
红豆冰棒,其它工艺,,其它口味,,,冰淇淋/淡奶油/白糖/水/奶粉/玉米淀粉,,,2步
法式黑麦面包,拌,,香辣味,抵抗力,,卷心菜,,食盐/生抽/剁椒,4步
八宝鼋鱼,其它工艺,初中水平,咸鲜味,美容,,甲鱼,糯米/莴笋/火腿/冬菇(干)/薏米/芡实米/蛋糕/青豆/虾,食盐/酱油/葱/姜/蒜/八角/桂皮/淀粉/黄酒/白糖/猪油(板油)/芝麻油/白胡椒,1步
文思豆腐,煮,初级入门,咸鲜味,排毒,<10分钟,南豆腐,彩椒,食盐/香油/水淀粉/细香葱/白糖,15步
肉丝毛豆冬瓜皮,烧,,其它口味,排毒,,毛豆/豆腐干,,食盐/鸡精/姜/蒜/料酒/元贞糖,2步
香肠炒彩丁,炒,,咸鲜味,安神,,farmer john香肠/西芹/红萝卜,,黑木耳/笋干,1步
烧鸭干丝,其它工艺,初级入门,咸鲜味,软化血管,<30分钟,豆腐干/烧鸭,,食盐/葱/姜/白酒,
干靠鱼,炒,初级入门,香辣味,降糖,<15分钟,鱼干,尖椒,色拉油/葱/姜/干辣椒/大蒜,9步
时蔬排骨汤,煲,,其它口味,润肺,,猪大排,,食盐/鸡精/料酒/红薯/山药/白果(干),4步
银芽黄鱼素翅,其它工艺,初级入门,咸鲜味,抗衰老,<60分钟,虾仁,粉丝/黄鱼,食盐/味精/淀粉,4步
牛奶炖蔬菜,炖,,咸鲜味,,,荷兰乳牛乳酪牛奶/燕麦片,,食盐/辣椒粉/调和油/水,4步
番茄火腿粉,拌,,茄汁味,,,番茄酱/火腿,,,3步
无锡排骨,炖,初级入门,其它口味,润肺,<60分钟,猪大排,,色拉油/食盐/姜/蒜/料酒/生抽/红曲粉/干贝素/小葱/白糖,3步
叉烧野鸡片,烤,初中水平,咸鲜味,抵抗力,<90分钟,鸡肉,,酱油/葱/姜/料酒/椒盐/猪油(板油)/清汤/白糖,13步
蒜苔鸭胗,炒,,蒜香味,润肠,,蒜苔/鸭胗,,食盐/鸡精/干辣椒/料酒,3步
炒扁豆丝,炒,,咸鲜味,减肥,,扁豆/蒜/柿子椒,,,2步
双菇炒鲜虾,炒,,咸鲜味,降糖,,草菇/香菇,,食盐/白糖/胡椒粉,4步
叉烧野鸡,烤,初中水平,咸鲜味,排毒,,野鸡肉/冬菜,冬笋/猪肉,花生油/酱油/姜/水淀粉/猪油(板油)/小葱/黄酒/白糖/椒盐/芝麻油,1步
苏式酱汁肉,焖,初级入门,酱香味,,<60分钟,五花肉,,食盐/冰糖/姜/八角/桂皮/红曲粉/葱白/黄酒,8步
三丝烩虾,烩,,其它口味,,,海虾,,柿子椒/洋葱/粉丝/胡椒粉,5步
炖家野,炖,初中水平,咸鲜味,排毒,,母鸡/野鸡肉,香菇/冬笋/淡菜/火腿/豌豆苗,食盐/姜/黄酒/鸡油,11步
木瓜焖鸭,焖,,其它口味,防癌,,木瓜,,食盐/姜/八角/老抽/陈皮/元贞糖/黄酒,3步
无锡排骨,烧,初级入门,酸甜味,润肺,<60分钟,猪大排,,色拉油/食盐/葱/姜/蒜/生抽/番茄酱/白糖,12步
节瓜鸡蛋汤,煲,,咸鲜味,,,节瓜,,食盐/姜/调和油,5步
八宝酿香瓜,蒸,初中水平,甜味,利尿消炎,<60分钟,香瓜/糯米,蜜枣/青梅/莲子/金桔/白果(干)/核桃(鲜),淀粉/猪油(板油)/白糖,1步
苹果青桔葡萄汁,煲,,咸鲜味,美容,,芋头/薏米,,粗盐,2步
黑豆花生浆,其它工艺,,其它口味,排毒,,花生/黑豆,,水/元贞糖,3步
叫花鸡,烤,初中水平,咸鲜味,降血脂,<90分钟,三黄鸡,香菇/红葱头/面粉,食盐/葱/姜/料酒/生抽/蚝油/白酒/荷叶/胡椒粉,25步
料烧鸭,烧,初级入门,咸鲜味,清热去火,<30分钟,鸭肉,冬笋,色拉油/花生油/食盐/酱油/味精/香醋/水淀粉/白糖/清汤,1步
三仙豆腐,其它工艺,,其它口味,美容,,毛豆腐/菠菜/胡萝卜/香菇/青豆,,食盐/胡椒粉/元贞糖,6步
凉拌甘蓝丝,其它工艺,,蒜香味,抗衰老,,紫甘蓝,,食盐/香菜,2步
扬州炒饭,炒,初级入门,咸鲜味,缓解溃疡,<10分钟,米饭/鸡蛋,虾米/干香菇/火腿/豌豆（煮）/玉米,色拉油/食盐/姜/小葱,12步
烤炖鸭子,蒸,初中水平,咸鲜味,降糖,,烧鸭,火腿/冬笋/冬菇(干),食盐/味精/葱/姜/黄酒/高汤,1步
蚂蚁上树,煲,,咸鲜味,润肺,,猪大排/莴笋,,,5步
猪肉包菜盒子,焖,,咸鲜味,补血,,玉米面(黄)/猪肉/卷心菜,,食盐/姜/生抽/蚝油/朝天椒/植物油,6步
网油卷,炸,,甜味,减肥,,面粉,豆沙,色拉油/白糖/猪油(板油),3步
清炖硕鸡,煮,初中水平,咸鲜味,清热去火,,鸭肉,火腿/冬菇(干),食盐/味精/葱/姜/黄酒,2步
奶白菜,其它工艺,,奶香味,,,奶白菜,,咸鸭蛋,2步
牛奶原味戚风,烤,,奶香味,,,鸡蛋,,,4步
双色鸡翅,烧,,葱香味,,,鸡翅/可乐,,食盐/鸡精/葱/姜/蒜/料酒/调和油/芝麻油/竹荪/生粉,6步
冬瓜排骨粥,煲,,其它口味,明目,,冬瓜/猪大排/米饭,,,2步
清蒸鸭饺,蒸,初中水平,咸鲜味,清热去火,,鸭肉,,食盐/酱油/冰糖/葱/姜/八角/黄酒,1步
地锅黑鱼,其它工艺,初中水平,咸鲜味,安神,<30分钟,乌鳢/面粉,,色拉油/食盐/葱/姜/蒜/八角/花椒/干辣椒/料酒/生抽/米醋/白酒/白糖,6步
茄子烧胡萝卜,烧,,其它口味,明目,,茄子/胡萝卜,,食盐/酱油/水淀粉/元贞糖,7步
肉末海带丝,炒,,葱香味,,,海带丝,,姜/蒜/柿子椒,4步
冬瓜鸡方,烧,初级入门,咸鲜味,防癌抗癌,<30分钟,鸡胸脯肉,冬瓜/莴笋/卷心菜/牛奶,食盐/味精/咖喱/黄酒/猪油(板油),6步
卤香菇,卤,初级入门,其它口味,排毒,<15分钟,香菇,油菜,色拉油/食盐/味精/姜/生抽/白糖/高汤/芝麻油/小葱,12步
灌蟹鱼圆,煮,初中水平,咸鲜味,美容,<30分钟,青鱼,春笋/蟹黄/黑木耳/火腿/猪肉/鸡蛋清/油菜苔,食盐/葱/姜/猪油(板油),14步
五彩鸡心,炒,,其它口味,安神,,鸡心,,食盐/鸡精/姜/料酒/老抽/元贞糖/胡椒粉,6步
巧克力草莓蛋糕,烤,,果味,,,元贞糖/lindt orange intense dark chocolate 橙子味黑巧克力/鸡蛋/玉米淀粉,,,6步
素三鲜,炒,初级入门,咸鲜味,美容,<15分钟,茭白/油面筋/干黄花菜,黑木耳/干香菇,色拉油/蚝油/淀粉/红烧汁,9步
糖醋活鲤鱼,炸,初中水平,酸甜味,明目,,鲤鱼,虾仁/青豆/梨,花生油/食盐/蒜/淀粉/番茄酱/白醋/白糖/黄酒,4步
山野菜飘香,烧,,酱香味,,,鸡蛋,,,5步
葡汁秋梨,其它工艺,,其它口味,开胃,,梨,,果汁,4步
扬州民间小菜,炒,新手尝试,香辣味,补血,<10分钟,萝卜缨(白),猪肉,色拉油/食盐/生抽/剁椒/白糖,4步
椒盐塘鱼片,炸,初级入门,咸鲜味,明目,<30分钟,鲤鱼,鸡蛋清/粳米(标一),食盐/味精/葱/淀粉/黄酒/白胡椒/椒盐,2步
煮蛋,煮,,其它口味,健脑益智,,鸡蛋,,,3步
大煮干丝,煮,初级入门,咸鲜味,软化血管,<30分钟,鸡胸脯肉/豆腐干,火腿/莴笋/虾干,高汤,8步
香肠腊肠大集合,其它工艺,,其它口味,,,香肠/farmer john香肠,,,2步
柠式苹果丁蛋炒饭,炒,,酸味,抗衰老,,鸡蛋/洋葱,,,3步
小笼汤包,蒸,初中水平,咸鲜味,防癌抗癌,<10分钟,面粉,饺子皮/猪肉/猪肉馅/猪皮,食盐/葱/姜/料酒/生抽/水/白糖,21步
白汁回鱼,焖,初中水平,椒麻味,美容,<60分钟,鮰鱼,春笋,食盐/葱/姜/黄酒/猪油(板油)/江米酒/高汤/白胡椒,2步
爆氽,炸,初中水平,咸鲜味,通便排毒,,青鱼,莴笋/冬菇(干),豆油/食盐/酱油/味精/葱/姜/清汤/黄酒,1步
芹菜炒鲜鱿,炒,,咸鲜味,安神,,芹菜,,,2步
鲜肉包菜卷,蒸,,其它口味,抵抗力,,卷心菜,,食盐/鸡精/蚝油/面粉/元贞糖/生粉/水/调和油,10步
香菇菜心,烧,初级入门,咸鲜味,缓解溃疡,<15分钟,香菇/油菜苔,,色拉油/食盐/蚝油/淀粉/白糖,9步
叉烧鳜鱼,烤,初级入门,咸鲜味,抗衰老,,鳜鱼,猪肉/冬菜/莴笋/鸡蛋,食盐/味精/葱/姜/淀粉/猪油(板油)/黄酒/椒盐/芝麻油,4步
肉馅酥饼,煎,,咸鲜味,安神,,面粉,,食盐/鸡精/姜/料酒/元贞糖/五香粉/芝麻/植物油/酵母(干)/鸡蛋,12步
青椒鸡丝,其它工艺,,咸鲜味,排毒,,金针菇,,,2步
油爆虾,爆,初级入门,咸鲜味,安神,<10分钟,河虾,,色拉油/食盐/葱/姜/料酒/白糖/高汤,8步
生麸肉圆,煮,初级入门,咸鲜味,清热去火,<30分钟,猪腿肉,水面筋,食盐/味精/葱/姜/淀粉/黄酒/白糖/水,1步
虾仁鸡茸苦瓜筒,烧,,其它口味,美容,,苦瓜/干贝素,,,3步
素炒金针菇,炒,,咸鲜味,明目,,柿子椒/胡萝卜/金针菇,,食盐/鸡精/蚝油/调和油/元贞糖,7步
镜箱豆腐,烧,初中水平,酸甜味,软化血管,<30分钟,豆腐/猪肉馅/虾,鸡蛋,色拉油/食盐/姜/料酒/老抽/蚝油/番茄酱/小葱/胡椒粉/白糖,14步
扁大枯酥,炸,初中水平,咸鲜味,开胃,,猪肉,豌豆苗/粳米(标一),色拉油/酱油/味精/葱/姜/料酒/清汤/绵白糖/猪油(板油),11步
芦蒿炒金针菇,炒,,咸鲜味,排毒,,藜蒿/金针菇,,,2步
丝瓜虾皮蛋花汤,煲,,其它口味,美白,,丝瓜/鸡蛋/虾皮,,食盐/鸡精/调和油/芝麻油,9步
鲍鱼鸡翼,焖,初中水平,咸鲜味,降血压,<15分钟,鲍鱼,鸡翅/卷心菜,色拉油/食盐/酱油/味精/葱/姜/料酒/水淀粉/白糖/高汤,3步
红烧狮子头,烧,初中水平,咸鲜味,缓解溃疡,<30分钟,猪肉馅,鸡蛋/淀粉/油菜苔,色拉油/食盐/冰糖/葱/姜/料酒/老抽/胡椒粉/白糖,9步
青椒芦笋,烧,,其它口味,防癌,,芦笋,,色拉油/食盐/葱/姜/蒜/柿子椒,9步
香橙鸡翅,煎,,果味,开胃,,橙,,食盐/酱油/鸡粉/料酒/元贞糖,4步
稀卤鲍鱼,卤,初级入门,咸鲜味,养胃,<2小时,鲍鱼,白萝卜,蒸鱼豉油,15步
麻油拌芦蒿,其它工艺,,其它口味,抵抗力,,藜蒿,,,3步
南瓜丝炒里脊,炒,,咸鲜味,补血,,嫩南瓜/猪里脊肉,,色拉油/食盐/葱/姜/蒜/料酒/生抽/淀粉/柿子椒,13步
盐水鸭,煮,初中水平,咸鲜味,利尿消肿,<30分钟,鸭腿,,食盐/姜/蒜/八角/花椒/小葱,7步
蒜泥肚丝,煮,初中水平,蒜香味,清热去火,,猪肚,花生（炒）/柿子椒/红椒,食盐/酱油/蒜/辣椒油/细香葱/白糖/花椒油/鲜味汁/芝麻油/陈醋,4步
双笋腌笃鲜,烧,,其它口味,开胃,,竹笋,,芦笋,3步
大煮干丝,煮,初级入门,咸鲜味,美容,<15分钟,豆腐干/鸡胸脯肉,香菇/冬笋/火腿/虾仁/小白菜/鸡架,食盐/鸡精/葱/姜/料酒,7步
水晶肴蹄,煮,初中水平,咸鲜味,养心,<2小时,猪蹄,,葱/姜/八角/花椒/料酒/粗盐/水,3步
十三香小龙虾,烧,,其它口味,,,龙虾/十三香,,食盐/葱/姜/蒜/料酒/柿子椒/胡椒粉/元贞糖,7步
三丁百叶包,蒸,,其它口味,降血脂,,香菇,,火腿/芹菜/牛肚,5步
奶香珍珠丸子,炸,,奶香味,清热解毒,,马铃薯丁(脱水),,金糕/元贞糖/奶粉/调和油,4步
莴苣烧肉圆,烧,,其它口味,通便排毒,,莴笋,,食盐/味精/葱/姜/胡椒粉,10步
茄汁鸡,干煸,初级入门,茄汁味,消食,<15分钟,鸡胸脯肉,,色拉油/食盐/酱油/味精/葱/姜/料酒/生抽/淀粉/番茄酱/白糖/芝麻,8步
香脆油爆虾,炸,初级入门,其它口味,安神,<10分钟,虾,,色拉油/食盐/味精/姜/白酒/白糖/小葱,10步
焖茄子,焖,,其它口味,抗衰老,,茄子,,食盐/味精/葱/姜/蒜/水淀粉/柿子椒/调和油/红椒/胡椒粉,12步
木耳鸡块,烧,,其它口味,,,鸡腿,,食盐/干辣椒/老抽/蚝油/胡萝卜,3步
啤酒鸭块汤,蒸,初级入门,咸鲜味,降糖,<60分钟,鸭肉,火腿/冬笋,食盐/葱/姜/啤酒/胡椒粉,2步
清炖兔子,炖,初级入门,咸鲜味,促进生长,<2小时,兔肉,蟹味菇/真姬菇/五花肉,食盐/味精/葱/姜/黄酒,5步
扁卜炖香菇,其它工艺,,其它口味,降血脂,,豆腐皮/香菇,,食盐/鸡精/调和油,7步
胡麻金钱饼,烤,初中水平,甜味,抗衰老,<30分钟,低筋面粉,泡打粉/白芝麻/苏打粉,色拉油/水/白糖,8步
南瓜香肠焖饭,焖,,咸鲜味,强身健体,,大米,,farmer john香肠,5步
焖鱼翅,焖,初中水平,咸鲜味,缓解溃疡,<30分钟,鱼翅,火腿/鸡胗/虾仁/油菜苔/冬笋/鸡胸脯肉/香菇/鸡腿/猪肉,食盐/姜/猪油(板油)/黄酒/小葱,21步
剁椒冬瓜,其它工艺,,其它口味,减肥,,冬瓜/剁椒,,食盐/调和油,6步
四季豆小炒肉,炒,,咸鲜味,补钙,,四季豆/猪肉,,花生油/食盐/酱油/鸡精/料酒/淀粉/元贞糖,5步
卤鸭,卤,初中水平,咸鲜味,清热去火,,鸭肉,,冰糖/葱/姜/八角/花椒/桂皮/料酒/老抽/草果/香叶/茴香/甘草,3步
鱼汤小刀面,煮,初级入门,咸鲜味,明目,<15分钟,鲫鱼/面粉,鸡蛋清,色拉油/食盐/姜/蒜/胡椒粉/水/小葱,3步
辣椒苹果炒鸡丁,其它工艺,,其它口味,润肠,,苹果,,食盐/鸡粉/蚝油/调和油/生粉,10步
藤萝饼,烤,,其它口味,安神,,面粉,,淡奶油/白糖,11步
芦姜鸡片,烧,初级入门,咸鲜味,防癌抗癌,<15分钟,鸡胸脯肉,姜/鸡蛋清,食盐/味精/淀粉/黄酒/芝麻油/猪油(板油),1步
大菜烧芋头,煮,初级入门,家常味,润肠,<15分钟,白菜/芋头,,色拉油/食盐,4步
双丁豆腐碎,其它工艺,,其它口味,开胃,,榨菜/毛豆腐/小葱,,食盐/鸡粉/生抽/调和油/元贞糖/芝麻油,7步
南瓜肉桂戚风,烤,,其它口味,健脑益智,,鸡蛋/低筋面粉,,色拉油/肉桂粉,13步
老烧鱼块,炸,初中水平,香辣味,开胃,<30分钟,草鱼,红尖椒/芹菜,色拉油/食盐/姜/蒜/花椒/料酒/老抽/辣椒酱,8步
